mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,62.454824447631744,69.28863048553471,21.671383380889775
mps-uncap,0.9,113.55600357055636,113.29687833786004,36.01457595825198
mps-uncap,1.0,3652.6401257514954,406.93320035934505,227.4164676666259
mps-uncap,0.5,22.52784729003906,21.815726757049564,6.096608638763428
mps-uncap,0.6,21.192274093627926,25.753464698791507,7.083580493927009
mps-uncap,0.7,31.86571121215824,36.764430999755874,9.853839874267582
mps-uncap,0.1,12.012882232666009,11.698484420776367,2.45532989501953
mps-uncap,0.2,13.141224384307863,12.762546539306632,2.798972129821778
mps-uncap,0.3,23.03132057189941,21.92743301391601,3.7802314758300803
mps-uncap,0.4,23.335394859313936,22.474796772003156,4.584817886352525
