mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,4.971981048583984,6.281614303588867,1.7740726470947266
mps-uncap,0.9,5.038738250732422,6.303071975708008,1.7719268798828125
mps-uncap,1.0,5.924224853515625,6.614208221435547,1.7974376678466797
mps-uncap,0.5,4.821538925170898,6.294488906860352,1.7857551574707031
mps-uncap,0.6,4.834175109863281,6.289482116699219,1.7819404602050781
mps-uncap,0.7,4.93931770324707,6.277799606323242,1.7671585083007812
mps-uncap,0.1,4.919290542602539,6.242990493774414,1.7745494842529297
mps-uncap,0.2,5.01251220703125,6.265401840209961,1.7743110656738281
mps-uncap,0.3,5.119562149047852,6.267070770263672,1.7709732055664062
mps-uncap,0.4,4.967451095581055,6.299257278442383,1.7752647399902344
