mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,12.570381164550781,14.335393905639648,4.254579544067383
mps-uncap,0.9,11.836528778076172,14.137029647827148,4.469871520996094
mps-uncap,1.0,12.850046157836914,13.391494750976562,4.540205001831055
mps-uncap,0.5,14.03355598449707,14.499425888061523,351.10998153686523
mps-uncap,0.6,14.094352722167969,14.38593864440918,4.208564758300781
mps-uncap,0.7,12.25590705871582,13.727903366088867,4.611492156982422
mps-uncap,0.1,14.081716537475586,13.893604278564453,4.173517227172852
mps-uncap,0.2,14.553070068359375,14.71257209777832,3.9992332458496094
mps-uncap,0.3,15.288352966308594,15.027999877929688,4.217386245727539
mps-uncap,0.4,14.598369598388672,15.367507934570312,4.302978515625
