mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,3.4373998641967773,4.7168731689453125,1.3592243194580078
mps-uncap,0.9,9.768962860107422,12.673735618591309,2.8464794158935547
mps-uncap,1.0,1048.9059686660767,81.24256134033203,23.530244827270508
mps-uncap,0.5,0.04458427429199219,0.04696846008300781,0.04124641418457031
mps-uncap,0.6,0.04649162292480469,0.043392181396484375,0.043392181396484375
mps-uncap,0.7,0.11181831359863281,0.9307861328125,0.3285408020019531
mps-uncap,0.1,0.0591278076171875,0.05888938903808594,0.0476837158203125
mps-uncap,0.2,0.05841255187988281,0.05650520324707031,0.04220008850097656
mps-uncap,0.3,0.055789947509765625,0.05650520324707031,0.04220008850097656
mps-uncap,0.4,0.05173683166503906,0.051975250244140625,0.041484832763671875
