mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,10.792255401611328,12.794208526611328,3.3355474472045903
mps-uncap,0.9,11.036157608032227,13.102173805236816,3.4579753875732426
mps-uncap,1.0,12.256860733032227,12.617278099060059,3.627777099609375
mps-uncap,0.5,11.368083953857422,12.27264404296875,2.8769969940185547
mps-uncap,0.6,10.247039794921875,11.77821159362793,3.082919120788574
mps-uncap,0.7,10.227823257446289,12.180089950561523,3.1731128692626953
mps-uncap,0.1,12.771368026733398,12.83407211303711,2.9020309448242188
mps-uncap,0.2,13.393545150756836,13.28732967376709,2.7703285217285156
mps-uncap,0.3,13.905811309814453,13.871002197265627,2.8019905090332036
mps-uncap,0.4,12.76860237121582,13.534450531005861,2.8463840484619145
