mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,71.8949270248411,80.46757698059096,24.56217527389513
mps-uncap,0.9,124.08502578735332,125.14599561691281,39.02640342712404
mps-uncap,1.0,3663.348307609558,419.42434072494564,230.7328939437866
mps-uncap,0.5,30.652542114257788,31.777307987213142,8.523495197296144
mps-uncap,0.6,29.519271850585934,35.350489616394086,9.71516609191895
mps-uncap,0.7,39.82791900634767,47.697782516479506,12.707424163818375
mps-uncap,0.1,24.01555776596069,23.35667610168457,4.830563068389892
mps-uncap,0.2,25.888631343841556,24.574546813964837,5.206937789916992
mps-uncap,0.3,33.15488815307615,30.904340744018555,6.33147716522217
mps-uncap,0.4,33.39065551757811,31.95453166961669,7.071382999420158
