mode,load,0_inception_v3-8,1_resnet101-8,2_squeezenet1_0-8
mps-uncap,0.8,30.2076816558838,40.43865203857422,10.873866081237795
mps-uncap,0.9,56.4226150512695,68.59242916107178,16.30172729492188
mps-uncap,1.0,3292.7258014678955,273.33617210388184,89.77031707763672
mps-uncap,0.5,18.814802169799805,20.679450035095215,4.948854446411133
mps-uncap,0.6,18.351888656616218,20.1871395111084,5.797052383422853
mps-uncap,0.7,20.595932006835934,26.146650314331055,7.205724716186523
mps-uncap,0.1,13.54684829711914,13.075470924377441,3.1003952026367188
mps-uncap,0.2,19.381141662597663,16.504406929016113,3.2996654510498047
mps-uncap,0.3,21.84972763061524,21.900653839111328,4.116868972778322
mps-uncap,0.4,19.79489326477052,20.85168361663819,4.540967941284181
