mode,load,0_inception_v3-4,1_squeezenet1_0-4,2_vgg19-4
mps-uncap,0.8,4.801750183105469,1.165628433227539,3.3044815063476562
mps-uncap,0.9,4.877328872680664,1.1723041534423828,3.3235549926757812
mps-uncap,1.0,5.05518913269043,1.1761188507080078,3.3173561096191406
mps-uncap,0.5,4.949808120727539,1.1708736419677734,3.2987594604492188
mps-uncap,0.6,4.839658737182617,1.165151596069336,3.2956600189208984
mps-uncap,0.7,4.982233047485352,1.1680126190185547,3.3130645751953125
mps-uncap,0.1,5.1326751708984375,1.1701583862304688,3.2973289489746094
mps-uncap,0.2,4.938840866088867,1.169443130493164,3.2858848571777344
mps-uncap,0.3,4.917144775390625,1.1682510375976562,3.2923221588134766
mps-uncap,0.4,4.865407943725586,1.168966293334961,3.294229507446289
