mode,load,0_inception_v3-4,1_squeezenet1_0-4,2_vgg19-4
mps-uncap,0.8,68.51339340209961,36.96131706237793,83.51874351501465
mps-uncap,0.9,114.87388610839844,44.43955421447754,81.37774467468262
mps-uncap,1.0,274.5013236999512,193.34959983825684,377.72583961486816
mps-uncap,0.5,46.37503623962402,15.431404113769531,24.80340003967285
mps-uncap,0.6,41.98002815246582,21.17609977722168,28.47743034362793
mps-uncap,0.7,58.81023406982422,22.782564163208008,53.66253852844238
mps-uncap,0.1,26.486635208129883,5.892276763916016,9.108304977416992
mps-uncap,0.2,36.104440689086914,10.207176208496094,10.347366333007812
mps-uncap,0.3,41.24784469604492,10.332822799682617,13.021707534790039
mps-uncap,0.4,37.61172294616699,14.0380859375,17.57955551147461
