mode,load,0_inception_v3-4,1_squeezenet1_0-4,2_vgg19-4
mps-uncap,0.8,33.18540573120117,15.131781101226819,53.19326400756838
mps-uncap,0.9,79.4303226470947,21.289730072021452,53.830623626708984
mps-uncap,1.0,182.54998445510878,159.45145845413208,344.63709354400623
mps-uncap,0.5,22.08483457565312,6.2946796417236355,9.411737918853758
mps-uncap,0.6,20.898041725158638,8.456587791442866,14.542124271392813
mps-uncap,0.7,27.78952598571776,9.443283081054688,20.02705574035652
mps-uncap,0.1,10.933794975280758,2.3468112945556627,3.144280910491944
mps-uncap,0.2,15.848398208618136,3.2104730606079106,4.1109609603881685
mps-uncap,0.3,20.433669090271,3.8705348968505895,4.874153137207031
mps-uncap,0.4,19.53943967819213,5.340640544891354,7.665739059448245
