mode,load,0_inception_v3-4,1_squeezenet1_0-4,2_vgg19-4
mps-uncap,0.8,12.093305587768555,4.401683807373047,6.157398223876953
mps-uncap,0.9,13.130903244018555,3.92913818359375,5.713701248168945
mps-uncap,1.0,12.714862823486328,4.851102828979492,6.572723388671875
mps-uncap,0.5,14.627456665039062,3.762960433959961,5.319118499755859
mps-uncap,0.6,13.984441757202148,3.9510726928710938,5.298137664794922
mps-uncap,0.7,13.959646224975586,4.6520233154296875,6.042242050170898
mps-uncap,0.1,13.834953308105469,3.8881301879882812,5.44285774230957
mps-uncap,0.2,14.185428619384766,3.8030147552490234,4.997730255126953
mps-uncap,0.3,14.995574951171875,4.158258438110352,6.2694549560546875
mps-uncap,0.4,17.992496490478516,3.843545913696289,5.310535430908203
