mode,load,0_densenet169-4,1_efficientnet_b7-8,2_squeezenet1_1-16
mps-uncap,0.8,9.868144989013672,15.477418899536133,2.0503997802734375
mps-uncap,0.9,9.717464447021484,16.263723373413086,2.05230712890625
mps-uncap,1.0,10.576963424682617,20.980119705200195,2.0580291748046875
mps-uncap,0.5,9.769201278686523,15.389680862426758,2.053499221801758
mps-uncap,0.6,9.943246841430664,15.308141708374023,2.039194107055664
mps-uncap,0.7,9.93204116821289,15.422821044921875,2.0406246185302734
mps-uncap,0.1,10.039806365966797,15.375614166259766,2.040863037109375
mps-uncap,0.2,9.853601455688477,15.482902526855469,2.0389556884765625
mps-uncap,0.3,9.865999221801758,15.480995178222656,2.049684524536133
mps-uncap,0.4,10.020017623901367,15.28787612915039,2.0530223846435547
