mode,load,0_densenet169-4,1_efficientnet_b7-8,2_squeezenet1_1-16
mps-uncap,0.8,48.31266403198242,91.92323684692386,15.432357788085938
mps-uncap,0.9,96.45390510559082,194.55204010009766,24.75497722625732
mps-uncap,1.0,270.47576904296864,431.0070276260376,685.5238676071167
mps-uncap,0.5,28.816223144531257,37.00752258300782,5.883574485778809
mps-uncap,0.6,29.624080657958988,48.1029748916626,7.879638671875
mps-uncap,0.7,36.50593757629394,61.85483932495117,8.72182846069336
mps-uncap,0.1,26.825547218322754,32.53045082092285,3.194880485534668
mps-uncap,0.2,26.993751525878906,31.261563301086426,3.8937568664550786
mps-uncap,0.3,28.743362426757816,32.71055221557617,4.665565490722655
mps-uncap,0.4,27.1895170211792,33.89859199523926,5.166983604431155
