mode,load,0_densenet169-4,1_efficientnet_b7-8,2_squeezenet1_1-16
mps-uncap,0.8,20.335137844085693,27.88827896118164,5.0952720642089835
mps-uncap,0.9,22.56340980529785,28.552851676940918,4.876358509063721
mps-uncap,1.0,20.85151195526123,28.51972579956055,5.260002613067627
mps-uncap,0.5,21.03986740112304,25.855889320373535,4.731876850128174
mps-uncap,0.6,19.91856575012207,26.681578159332275,4.954991340637206
mps-uncap,0.7,21.742279529571533,27.609944343566895,4.7425270080566415
mps-uncap,0.1,26.931047439575195,32.59916305541992,4.360756874084476
mps-uncap,0.2,26.636838912963867,31.773090362548814,4.453725814819336
mps-uncap,0.3,26.73370361328125,31.065709590911865,4.597725868225099
mps-uncap,0.4,23.941745758056637,25.34961700439453,4.706892967224121
