mode,load,0_densenet169-4,1_efficientnet_b7-8,2_squeezenet1_1-16
mps-uncap,0.8,136.25097274780273,220.99590301513672,60.30583381652832
mps-uncap,0.9,243.09563636779785,398.9102840423584,67.58403778076172
mps-uncap,1.0,706.7158222198486,640.0606632232666,808.9046478271484
mps-uncap,0.5,60.09387969970703,70.41215896606445,15.69819450378418
mps-uncap,0.6,70.08600234985352,98.08611869812012,37.78982162475586
mps-uncap,0.7,79.40292358398438,230.87692260742188,32.63711929321289
mps-uncap,0.1,43.410539627075195,61.92803382873535,6.491899490356445
mps-uncap,0.2,59.246063232421875,71.72060012817383,9.225606918334961
mps-uncap,0.3,55.12046813964844,71.8843936920166,12.571096420288086
mps-uncap,0.4,56.001901626586914,60.96792221069336,14.957189559936523
