mode,load,0_densenet169-4,1_efficientnet_b7-8,2_squeezenet1_1-16
mps-uncap,0.8,76.44367218017578,160.06467819213876,29.18889045715332
mps-uncap,0.9,185.9508991241459,317.3048877716064,42.18658447265622
mps-uncap,1.0,545.1172280311583,577.2164225578312,775.3816843032836
mps-uncap,0.5,31.09089612960814,38.25506210327155,7.350652217864989
mps-uncap,0.6,32.39225387573243,54.35072183609006,12.515921592712381
mps-uncap,0.7,43.1758427619934,95.0702190399171,13.968396186828627
mps-uncap,0.1,20.076334476470947,32.156016826629646,2.495296001434328
mps-uncap,0.2,25.76041221618645,27.383613586425717,3.157215118408203
mps-uncap,0.3,29.820451736450202,28.098268508911133,4.547700881958009
mps-uncap,0.4,26.19012832641601,30.93034029006958,5.5675506591796875
