mode,load,0_efficientnet_b5-8,1_resnet50-2,2_vgg13-8
mps-uncap,0.8,162.9169642675735,132.37971785199883,1055.2200149703453
mps-uncap,0.9,196.11626157287367,147.47656791525506,1230.34350137852
mps-uncap,1.0,204.15928496613859,167.58503145499753,1347.7630737735194
mps-uncap,0.5,103.66760015222172,83.48097348422195,663.727361793916
mps-uncap,0.6,118.51774006588847,95.9061419695995,796.0637647981392
mps-uncap,0.7,142.8272070015057,117.8925380202794,935.6885110466275
mps-uncap,0.1,19.01439371844067,15.913065441319866,132.56062562779798
mps-uncap,0.2,42.80583066880414,33.1216158236546,257.94083448081346
mps-uncap,0.3,63.72796712343207,51.46157187974892,397.5827789824508
mps-uncap,0.4,83.93279006083952,69.07410605763785,538.1098254193109
