mode,load,0_efficientnet_b5-8,1_resnet50-2,2_vgg13-8
mps-uncap,0.8,9.072303771972656,2.6803016662597656,4.424333572387695
mps-uncap,0.9,9.308576583862305,2.6955604553222656,4.412412643432617
mps-uncap,1.0,9.725570678710938,2.6869773864746094,4.469156265258789
mps-uncap,0.5,9.047985076904297,2.6938915252685547,4.404544830322266
mps-uncap,0.6,9.150505065917969,2.6628971099853516,4.391908645629883
mps-uncap,0.7,9.048223495483398,2.6597976684570312,4.416227340698242
mps-uncap,0.1,9.568214416503906,2.8030872344970703,4.421234130859375
mps-uncap,0.2,9.048938751220703,2.6717185974121094,4.404783248901367
mps-uncap,0.3,9.151220321655273,2.6197433471679688,4.386425018310547
mps-uncap,0.4,9.03177261352539,2.686023712158203,4.408836364746094
