mode,load,0_efficientnet_b5-8,1_resnet50-2,2_vgg13-8
mps-uncap,0.8,68.11125278472903,25.781869888305664,22.6182222366333
mps-uncap,0.9,132.72614479064933,55.303955078125014,46.85864448547363
mps-uncap,1.0,849.2090225219727,1246.1459636688232,183.02526473999035
mps-uncap,0.5,31.36742115020752,13.522529602050783,10.471558570861816
mps-uncap,0.6,34.378623962402344,15.075182914733887,11.885213851928711
mps-uncap,0.7,44.204521179199226,19.164705276489258,15.239286422729503
mps-uncap,0.1,23.722076416015625,7.9178571701049805,5.120563507080076
mps-uncap,0.2,23.811626434326172,8.428573608398438,5.983114242553711
mps-uncap,0.3,26.545691490173343,10.736560821533203,7.7675819396972665
mps-uncap,0.4,28.929471969604492,12.664175033569336,8.941292762756348
