mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,122.28907346725464,110.98790407180816,162.48509407043454
mps-uncap,0.9,162.3023796081542,158.48535299301156,443.6763620376588
mps-uncap,1.0,619.2252159118649,418.5680580139161,805.6385040283204
mps-uncap,0.5,39.31305885314949,38.65406513214109,54.2612934112549
mps-uncap,0.6,45.307815074920654,49.959545135498054,95.81918716430641
mps-uncap,0.7,65.78224897384644,54.884142875671394,86.4690113067627
mps-uncap,0.1,15.755062103271472,17.3184871673584,26.123535633087158
mps-uncap,0.2,19.99623775482179,19.376521110534686,33.63327026367189
mps-uncap,0.3,27.119216918945302,21.97247266769409,44.6439456939697
mps-uncap,0.4,33.53768587112427,29.47572708129874,56.58813476562509
