mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,37.1525764465332,18.811726570129395,21.515893936157227
mps-uncap,0.9,37.291693687438965,18.861770629882812,21.78816795349121
mps-uncap,1.0,39.25521373748779,19.167566299438477,22.006511688232422
mps-uncap,0.5,17.752528190612793,17.185330390930176,19.809770584106445
mps-uncap,0.6,22.682547569274902,17.681169509887695,20.380258560180664
mps-uncap,0.7,28.118133544921875,18.20073127746582,20.68648338317871
mps-uncap,0.1,8.150768280029297,5.565881729125977,14.641642570495605
mps-uncap,0.2,13.722658157348633,12.434148788452154,18.511343002319336
mps-uncap,0.3,15.146541595458984,14.216136932373047,18.903088569641113
mps-uncap,0.4,15.822172164916992,16.074132919311523,19.2169189453125
