mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,42.89570569992066,19.55446720123291,22.189435958862298
mps-uncap,0.9,41.6590666770935,19.581937789916992,22.242317199707035
mps-uncap,1.0,42.3701786994934,19.738690853118896,22.43828773498535
mps-uncap,0.5,32.61211872100834,18.74600648880005,21.057453155517578
mps-uncap,0.6,39.09200429916382,18.923072814941406,21.68657779693603
mps-uncap,0.7,40.628671646118164,19.294233322143555,21.688680648803707
mps-uncap,0.1,15.686702728271472,17.254352569580078,19.04670000076294
mps-uncap,0.2,19.932639598846446,17.7473521232605,19.64282989501953
mps-uncap,0.3,21.853446960449215,17.808926105499268,19.80251550674438
mps-uncap,0.4,28.97101640701292,18.05976867675781,20.465517044067386
