mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,49.9762773513794,57.15596675872804,84.54999923706055
mps-uncap,0.9,72.32038974761964,83.72211456298828,192.51785278320307
mps-uncap,1.0,194.13065910339355,212.4177932739258,534.8813533782959
mps-uncap,0.5,21.136903762817383,18.77760887145996,34.23285484313965
mps-uncap,0.6,28.3660888671875,24.934482574462887,44.04258728027344
mps-uncap,0.7,34.38854217529297,31.732130050659176,51.58133506774904
mps-uncap,0.1,8.215141296386719,5.715847015380859,17.78013706207275
mps-uncap,0.2,13.902783393859863,14.075374603271486,20.766830444335948
mps-uncap,0.3,15.423917770385742,15.575408935546875,27.41031646728516
mps-uncap,0.4,16.544461250305176,17.305755615234375,30.352067947387695
