mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,193.41349601745605,179.95953559875488,203.12786102294922
mps-uncap,0.9,237.86330223083496,215.76285362243652,516.5340900421143
mps-uncap,1.0,722.5275039672852,478.1472682952881,865.9136295318604
mps-uncap,0.5,58.83336067199707,62.876224517822266,92.55862236022949
mps-uncap,0.6,68.74346733093262,69.48995590209961,234.0550422668457
mps-uncap,0.7,103.37281227111816,118.7589168548584,141.6325569152832
mps-uncap,0.1,19.58775520324707,18.43118667602539,31.05306625366211
mps-uncap,0.2,26.338815689086914,35.14909744262695,47.307729721069336
mps-uncap,0.3,34.699201583862305,37.98937797546387,56.702375411987305
mps-uncap,0.4,49.9730110168457,50.96316337585449,69.00668144226074
