mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,28.22203636169435,43.024754524230985,63.71693611145021
mps-uncap,0.9,47.498679161071856,67.46327877044678,174.4452476501464
mps-uncap,1.0,161.93988323211678,196.95038795471194,513.5362148284912
mps-uncap,0.5,3.348112106323245,7.701754570007324,16.289520263671875
mps-uncap,0.6,5.767107009887695,12.729263305664059,25.661230087280273
mps-uncap,0.7,11.494636535644531,17.281007766723633,32.97853469848633
mps-uncap,0.1,0.06694793701171875,0.06866455078125,0.0722646713256836
mps-uncap,0.2,0.06890296936035156,0.06825923919677736,4.805850982666025
mps-uncap,0.3,0.06723403930664062,1.805758476257325,11.146569252014164
mps-uncap,0.4,0.07748603820800809,4.023313522338866,13.537788391113283
