mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,0.010967254638671875,0.0095367431640625,0.01239776611328125
mps-uncap,0.9,0.011920928955078125,0.010251998901367188,0.01239776611328125
mps-uncap,1.0,0.011682510375976562,0.011205673217773438,0.012636184692382812
mps-uncap,0.5,0.017404556274414062,0.010728836059570312,0.01239776611328125
mps-uncap,0.6,0.011682510375976562,0.010967254638671875,0.012159347534179688
mps-uncap,0.7,0.011682510375976562,0.010967254638671875,0.012159347534179688
mps-uncap,0.1,0.025987625122070312,0.017881393432617188,0.012159347534179688
mps-uncap,0.2,0.018358230590820312,0.01239776611328125,0.013113021850585938
mps-uncap,0.3,0.022411346435546875,0.01239776611328125,0.0133514404296875
mps-uncap,0.4,0.013828277587890625,0.011682510375976562,0.011682510375976562
