mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,15.587925910949707,17.720699310302734,31.956911087036133
mps-uncap,0.9,27.28438377380371,27.55153179168701,53.27606201171875
mps-uncap,1.0,57.921409606933594,72.46792316436768,205.9464454650879
mps-uncap,0.5,7.907509803771973,6.675004959106445,18.639326095581055
mps-uncap,0.6,9.469389915466309,9.981155395507812,19.830942153930664
mps-uncap,0.7,12.606620788574219,13.085126876831055,23.11253547668457
mps-uncap,0.1,7.249593734741211,5.560636520385742,14.650821685791016
mps-uncap,0.2,7.659912109375,5.564570426940918,14.658689498901367
mps-uncap,0.3,7.610321044921875,5.552530288696289,14.823436737060547
mps-uncap,0.4,7.444977760314941,5.618810653686523,17.358064651489258
