mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,2.7306079864501953,5.398988723754883,14.582395553588867
mps-uncap,0.9,2.710103988647461,5.400657653808594,14.55998420715332
mps-uncap,1.0,2.775907516479492,5.405426025390625,14.516115188598633
mps-uncap,0.5,2.798795700073242,5.405187606811523,14.510869979858398
mps-uncap,0.6,2.7904510498046875,5.398035049438477,14.515399932861328
mps-uncap,0.7,2.7332305908203125,5.383014678955078,14.53852653503418
mps-uncap,0.1,3.177165985107422,5.390167236328125,14.46843147277832
mps-uncap,0.2,2.9294490814208984,5.383729934692383,14.440536499023438
mps-uncap,0.3,2.747058868408203,5.362033843994141,14.478206634521484
mps-uncap,0.4,2.7647018432617188,5.358695983886719,14.46843147277832
