mode,load,0_mobilenet_v3_large-2,1_vgg11-16,2_vgg13-32
mps-uncap,0.8,2.8481483459472656,5.422115325927734,14.652013778686523
mps-uncap,0.9,2.7670860290527344,5.430459976196289,14.600276947021484
mps-uncap,1.0,2.839803695678711,5.437374114990234,14.64700698852539
mps-uncap,0.5,2.9897689819335938,5.430936813354492,14.53709602355957
mps-uncap,0.6,2.9268264770507812,5.412578582763672,14.53542709350586
mps-uncap,0.7,2.804279327392578,5.398035049438477,14.552593231201172
mps-uncap,0.1,3.2041072845458984,5.416154861450195,14.48202133178711
mps-uncap,0.2,2.9478073120117188,5.400657653808594,14.46843147277832
mps-uncap,0.3,3.0078887939453125,5.385637283325195,14.52016830444336
mps-uncap,0.4,2.888917922973633,5.383968353271484,14.484882354736328
