mode,load,0_resnet101-8,1_resnet101-8
mig,0.1,0.03170967102050781,0.03361701965332031
mig,0.2,0.029087066650390625,0.02956390380859375
mig,0.3,0.026702880859375,0.026941299438476562
mig,0.4,0.02944469451904297,0.028371810913085938
mig,0.5,2.5017261505126953,4.143953323364258
mig,0.6,8.048295974731445,8.247613906860352
mig,0.7,15.50590991973877,12.761950492858887
mig,0.8,35.353779792785645,32.402992248535156
mig,0.9,1121.0253238677979,991.4572238922119
mig,1.0,4012.122869491577,3140.6441926956177
