mode,load,0_resnet101-8,1_resnet101-8
mig,0.1,85.89464173166483,68.16894484847603
mig,0.2,165.20321576587105,132.01160736907048
mig,0.3,247.62156261707463,211.62963591692184
mig,0.4,336.52112900578715,286.21696063791893
mig,0.5,421.149570693782,350.36778148765876
mig,0.6,519.643168449283,421.3455091451148
mig,0.7,601.5691494134187,468.5559347938202
mig,0.8,678.3394557695507,552.8603911115957
mig,0.9,749.4048788296326,624.3321025629359
mig,1.0,751.8896971306357,624.9736944892906
