mode,load,0_densenet201-4,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-2
mps-uncap,1.0,94.75904404604138,3030.5150455822036,3030.5286901720915,284.4136935503777
