mode,load,0_efficientnet_b7-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,72.58892059326172,19.100427627563477,18.517017364501953,19.1190242767334
