mode,load,0_efficientnet_b7-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,227.00426545800522,2207.432757633406,2207.4643624809632,276.1232511070801
