mode,load,0_mobilenet_v2-16,1_mobilenet_v2-8,2_mobilenet_v3_large-32
mps-uncap,0.8,1.8470287322998047,1.09100341796875,4.443883895874023
mps-uncap,0.9,5.937933921813965,4.433631896972656,9.04989242553711
mps-uncap,1.0,78.0789852142334,43.22957992553711,109.61103439331055
mps-uncap,0.5,0.047206878662109375,0.04506111145019531,0.0476837158203125
mps-uncap,0.6,0.046253204345703125,0.04458427429199219,0.04649162292480469
mps-uncap,0.7,0.5462169647216797,0.3883838653564453,1.0523796081542969
mps-uncap,0.1,0.05435943603515625,0.051021575927734375,0.054955482482910156
mps-uncap,0.2,0.05054473876953125,0.04839897155761719,0.0514984130859375
mps-uncap,0.3,0.05030632019042969,0.047206878662109375,0.049114227294921875
mps-uncap,0.4,0.049591064453125,0.04792213439941406,0.050067901611328125
