mode,load,0_mobilenet_v2-16,1_mobilenet_v2-8,2_mobilenet_v3_large-32
mps-uncap,0.8,11.838531494140627,8.520793914794925,22.13864326477051
mps-uncap,0.9,30.86025714874271,21.747779846191406,40.4592514038086
mps-uncap,1.0,230.19719123840332,149.0092277526856,344.3197250366211
mps-uncap,0.5,6.386637687683112,5.7056427001953125,7.2525739669799805
mps-uncap,0.6,7.117605209350586,6.423783302307132,8.760261535644531
mps-uncap,0.7,9.020137786865236,7.91141986846924,12.49103546142578
mps-uncap,0.1,0.07033348083496094,0.06985664367675781,0.06985664367675781
mps-uncap,0.2,3.4769773483276367,3.1208515167236364,3.752565383911135
mps-uncap,0.3,4.570484161376953,4.170227050781255,4.758119583129883
mps-uncap,0.4,5.298185348510742,5.148315429687501,6.263518333435058
