mode,load,0_mobilenet_v2-16,1_mobilenet_v2-8,2_mobilenet_v3_large-32
mps-uncap,0.8,17.296266555786133,13.17391395568848,29.564642906188976
mps-uncap,0.9,36.67719364166262,26.867151260375977,48.22127819061279
mps-uncap,1.0,236.4795207977295,154.98147010803225,352.8040885925293
mps-uncap,0.5,11.807394027709961,10.875606536865236,14.241337776184082
mps-uncap,0.6,12.296414375305178,11.273789405822756,15.565776824951172
mps-uncap,0.7,14.257907867431642,12.572503089904787,19.640874862670895
mps-uncap,0.1,6.667494773864746,6.623363494873047,8.080482482910156
mps-uncap,0.2,9.006977081298828,8.572959899902346,10.382509231567385
mps-uncap,0.3,10.376930236816406,9.699201583862306,11.456012725830078
mps-uncap,0.4,10.831832885742191,10.611200332641603,13.17925453186035
