mode,load,0_mobilenet_v2-16,1_mobilenet_v2-8,2_mobilenet_v3_large-32
mps-uncap,0.8,7.009029388427734,5.715370178222656,11.630654335021973
mps-uncap,0.9,11.559486389160156,9.285926818847656,16.479015350341797
mps-uncap,1.0,84.59639549255371,49.0567684173584,117.89870262145996
mps-uncap,0.5,6.305694580078125,5.734443664550781,7.591485977172852
mps-uncap,0.6,6.081700325012207,5.635976791381836,7.748126983642578
mps-uncap,0.7,6.332159042358398,5.753159523010254,8.244752883911133
mps-uncap,0.1,5.990743637084961,5.904436111450195,7.357954978942871
mps-uncap,0.2,6.039142608642578,5.885601043701172,7.236480712890625
mps-uncap,0.3,6.361722946166992,5.889654159545898,7.215976715087891
mps-uncap,0.4,6.145000457763672,5.868196487426758,7.502198219299316
