mode,load,0_resnet34-16,1_resnet34-16,2_resnet34-8
mps-uncap,0.8,12.069463729858398,12.851953506469727,10.851860046386719
mps-uncap,0.9,16.05963706970215,17.981767654418945,16.024351119995117
mps-uncap,1.0,18.660306930541992,19.622325897216797,19.30832862854004
mps-uncap,0.5,13.106346130371094,12.465715408325195,11.696577072143555
mps-uncap,0.6,23.83708953857422,18.31221580505371,12.230396270751953
mps-uncap,0.7,13.64278793334961,12.51673698425293,11.310100555419922
mps-uncap,0.1,13.51475715637207,18.73016357421875,12.606620788574219
mps-uncap,0.2,13.216733932495117,12.338876724243164,17.772674560546875
mps-uncap,0.3,12.74418830871582,13.055562973022461,11.206388473510742
mps-uncap,0.4,18.224239349365234,12.671947479248047,17.10033416748047
