mode,load,0_resnet34-16,1_resnet34-16,2_resnet34-8
mps-uncap,0.8,40.98799228668213,37.458705902099624,19.62883472442627
mps-uncap,0.9,141.2117958068848,541.0661697387695,179.6557903289795
mps-uncap,1.0,3311.6095066070557,7004.198694229127,6161.796450614929
mps-uncap,0.5,12.848258018493652,12.106657028198244,11.699438095092773
mps-uncap,0.6,16.003465652465824,16.75713062286377,11.693572998046875
mps-uncap,0.7,21.48289680480959,18.50712299346924,16.37709140777588
mps-uncap,0.1,10.035991668701175,10.061454772949219,9.186196327209473
mps-uncap,0.2,12.381458282470705,11.986970901489258,12.233781814575195
mps-uncap,0.3,13.030624389648438,13.07680606842041,12.968659400939943
mps-uncap,0.4,12.930369377136232,13.41671943664551,13.089799880981445
