mode,load,0_resnet34-16,1_resnet34-16,2_resnet34-8
mps-uncap,0.8,122.03311920166016,86.6999626159668,52.407264709472656
mps-uncap,0.9,320.8158016204834,814.852237701416,379.230260848999
mps-uncap,1.0,3529.5469760894775,7884.301424026489,6871.899843215942
mps-uncap,0.5,23.9260196685791,30.977487564086914,23.60844612121582
mps-uncap,0.6,45.41468620300293,51.576852798461914,26.674509048461914
mps-uncap,0.7,55.24945259094238,42.35720634460449,52.232980728149414
mps-uncap,0.1,11.50822639465332,11.780500411987305,13.208389282226562
mps-uncap,0.2,22.28403091430664,19.979238510131836,23.850202560424805
mps-uncap,0.3,21.395206451416016,21.8503475189209,23.375749588012695
mps-uncap,0.4,26.691198348999023,22.367000579833984,24.567842483520508
