mode,load,0_resnet34-16,1_resnet34-16,2_resnet34-8
mps-uncap,0.8,7.283687591552734,7.2650909423828125,5.602240562438965
mps-uncap,0.9,7.918119430541992,8.454442024230957,7.721662521362305
mps-uncap,1.0,7.932186126708984,8.507728576660156,7.785558700561523
mps-uncap,0.5,5.8879852294921875,5.8135986328125,5.437970161437988
mps-uncap,0.6,6.078958511352539,5.910396575927734,4.818439483642578
mps-uncap,0.7,6.258964538574219,6.128787994384766,5.225539207458496
mps-uncap,0.1,7.743716239929199,7.717370986938477,7.769942283630371
mps-uncap,0.2,7.88116455078125,7.675886154174805,7.811307907104492
mps-uncap,0.3,7.153868675231934,7.467389106750488,7.300376892089844
mps-uncap,0.4,6.441831588745117,6.564140319824219,6.304502487182617
