mode,load,0_resnet34-16,1_resnet34-16,2_resnet34-8
mps-uncap,0.8,3.9048194885253906,3.8938522338867188,3.3948421478271484
mps-uncap,0.9,3.981351852416992,4.015445709228516,3.3953189849853516
mps-uncap,1.0,3.9665699005126953,3.919363021850586,3.7229061126708984
mps-uncap,0.5,3.736734390258789,3.871917724609375,3.3953189849853516
mps-uncap,0.6,3.7064552307128906,3.718852996826172,3.400564193725586
mps-uncap,0.7,3.7047863006591797,3.7288665771484375,3.4711360931396484
mps-uncap,0.1,5.318164825439453,4.811525344848633,5.157470703125
mps-uncap,0.2,3.912210464477539,3.889322280883789,3.4394264221191406
mps-uncap,0.3,3.8657188415527344,3.8604736328125,3.3638477325439453
mps-uncap,0.4,3.854036331176758,3.7827491760253906,3.433704376220703
