mode,load,0_resnet34-16,1_resnet34-16,2_resnet34-8
mps-uncap,0.8,0.009298324584960938,0.010728836059570312,0.009298324584960938
mps-uncap,0.9,0.0095367431640625,0.010728836059570312,0.009775161743164062
mps-uncap,1.0,0.011444091796875,0.012874603271484375,0.011682510375976562
mps-uncap,0.5,0.0095367431640625,0.0095367431640625,0.0095367431640625
mps-uncap,0.6,0.0095367431640625,0.011205673217773438,0.009298324584960938
mps-uncap,0.7,0.009775161743164062,0.009059906005859375,0.0095367431640625
mps-uncap,0.1,0.014066696166992188,0.014066696166992188,0.014781951904296875
mps-uncap,0.2,0.011682510375976562,0.011682510375976562,0.011444091796875
mps-uncap,0.3,0.009775161743164062,0.011444091796875,0.011205673217773438
mps-uncap,0.4,0.011682510375976562,0.011205673217773438,0.010251998901367188
