mode,load,0_densenet169-16,1_densenet201-32,2_vgg19-2
mps-uncap,0.8,38.21909427642822,49.89349842071533,6.469106674194336
mps-uncap,0.9,40.33501148223878,50.84218978881836,7.322072982788086
mps-uncap,1.0,40.89691638946533,51.86657905578613,7.831621170043946
mps-uncap,0.5,31.23733997344971,40.79594612121582,5.276584625244142
mps-uncap,0.6,32.16409683227539,43.4755802154541,5.7013750076293945
mps-uncap,0.7,37.00075149536133,46.756625175476074,6.218099594116212
mps-uncap,0.1,25.682687759399414,30.14950752258301,2.7891397476196302
mps-uncap,0.2,26.246023178100586,33.68072509765625,3.7693023681640625
mps-uncap,0.3,27.691459655761726,37.09864616394043,4.547238349914552
mps-uncap,0.4,28.53004932403565,37.970900535583496,4.857063293457032
