mode,load,0_densenet169-16,1_densenet201-32,2_vgg19-2
mps-uncap,0.8,42.15645790100098,53.82585525512695,11.980772018432617
mps-uncap,0.9,42.502641677856445,53.479671478271484,12.20560073852539
mps-uncap,1.0,42.91415214538574,53.50756645202637,12.325048446655273
mps-uncap,0.5,39.75510597229004,50.48513412475586,11.200904846191406
mps-uncap,0.6,39.26420211791992,52.670955657958984,11.797904968261719
mps-uncap,0.7,41.23091697692871,51.58090591430664,11.401891708374023
mps-uncap,0.1,32.89985656738281,38.20061683654785,11.557817459106445
mps-uncap,0.2,31.917333602905273,41.979074478149414,12.105703353881836
mps-uncap,0.3,35.69912910461426,41.95141792297363,10.114669799804688
mps-uncap,0.4,37.43124008178711,49.341440200805664,11.70039176940918
