mode,load,0_densenet169-16,1_densenet201-32,2_vgg19-2
mps-uncap,0.8,0.012636184692382812,0.012874603271484375,0.00762939453125
mps-uncap,0.9,0.0133514404296875,0.014543533325195312,0.0095367431640625
mps-uncap,1.0,0.013828277587890625,0.016927719116210938,0.009059906005859375
mps-uncap,0.5,0.011920928955078125,0.012874603271484375,0.007867813110351562
mps-uncap,0.6,0.01239776611328125,0.015020370483398438,0.009059906005859375
mps-uncap,0.7,0.012874603271484375,0.0133514404296875,0.009298324584960938
mps-uncap,0.1,0.012874603271484375,0.023365020751953125,0.010728836059570312
mps-uncap,0.2,0.020742416381835938,0.02193450927734375,0.010728836059570312
mps-uncap,0.3,0.015020370483398438,0.012636184692382812,0.010251998901367188
mps-uncap,0.4,0.013828277587890625,0.021219253540039062,0.008344650268554688
