mode,load,0_densenet169-16,1_densenet201-32,2_vgg19-2
mps-uncap,0.8,217.95298814773568,276.22358560562117,40.88355064392085
mps-uncap,0.9,550.305969715118,965.334615707398,143.186092376709
mps-uncap,1.0,1258.760464191437,838.7897396087645,1794.761266708374
mps-uncap,0.5,114.04695987701409,94.7950744628905,15.517606735229547
mps-uncap,0.6,108.11214447021483,144.33708190917972,17.73006916046144
mps-uncap,0.7,145.47845602035522,283.53207111358523,27.3520278930664
mps-uncap,0.1,43.17117691040038,61.09411239624012,6.4471316337585565
mps-uncap,0.2,44.78960990905761,61.49282932281485,7.520608901977537
mps-uncap,0.3,42.49396324157705,69.28322315216059,9.755742549896233
mps-uncap,0.4,48.975400924682624,73.41707944870002,12.736434936523438
