mode,load,0_densenet169-16,1_densenet201-32,2_vgg19-2
mps-uncap,0.8,337.01235238928024,499.07498424534606,278.70178133965345
mps-uncap,0.9,380.46422260484314,585.8153152084225,324.1857665448479
mps-uncap,1.0,405.293346793631,627.5560031019339,340.5655781586316
mps-uncap,0.5,230.81213423400072,290.05221365106917,174.32381338408388
mps-uncap,0.6,258.4205813373424,372.5127732819461,206.4111623333629
mps-uncap,0.7,280.4038179612107,451.19938403968837,246.8249252733811
mps-uncap,0.1,42.933129692690336,60.973953626622176,35.38972232992669
mps-uncap,0.2,87.5926680927061,117.68895763183718,69.82452457217725
mps-uncap,0.3,121.02504846047194,173.99596273272707,107.22778689941782
mps-uncap,0.4,161.42624572682212,240.0144216410323,137.08629360849747
