mode,load,0_resnet152-32,1_alexnet-4,2_inception_v3-8
mps-uncap,1.0,0.000476837158203125,0.007867813110351562,0.000476837158203125
mig,1.0,0.000476837158203125,0.006198883056640625,0.0007152557373046875
