mode,load,0_resnet152-32,1_alexnet-4,2_inception_v3-8
mps-uncap,1.0,35.55107116699219,0.9377002716064453,16.12997055053711
mig,1.0,56.36024475097656,1.6551017761230469,9.879350662231445
