mode,load,0_densenet121-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.8,9.148120880126953,2.2614002227783203,10.727405548095703
mps-uncap,0.9,9.341955184936523,2.2497177124023438,10.759830474853516
mps-uncap,1.0,10.649919509887695,2.291440963745117,10.767459869384766
mps-uncap,0.5,9.197235107421875,2.2745132446289062,10.697126388549805
mps-uncap,0.6,9.149789810180664,2.269268035888672,10.724544525146484
mps-uncap,0.7,9.04703140258789,2.201080322265625,10.706901550292969
mps-uncap,0.1,9.212732315063477,2.286195755004883,10.667085647583008
mps-uncap,0.2,9.130239486694336,2.2079944610595703,10.650396347045898
mps-uncap,0.3,9.13691520690918,2.275228500366211,10.709762573242188
mps-uncap,0.4,9.220600128173828,2.2575855255126953,10.727643966674805
