mode,load,0_densenet121-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.8,52.36015081405639,15.296685695648193,15.28251647949219
mps-uncap,0.9,53.4226131439209,15.581259727478024,15.526175498962404
mps-uncap,1.0,53.9158821105957,16.62129402160645,15.439186096191406
mps-uncap,0.5,45.911264419555685,14.442801475524902,14.721970558166504
mps-uncap,0.6,47.122859954833984,14.992628097534173,14.932146072387695
mps-uncap,0.7,48.59641551971435,15.381276607513428,15.0867223739624
mps-uncap,0.1,21.648883819580075,10.792500972747805,13.425698280334473
mps-uncap,0.2,30.31550407409663,11.54045343399048,13.834381103515627
mps-uncap,0.3,39.32174205780019,12.738599777221676,14.20468807220459
mps-uncap,0.4,43.980436325073235,13.789806365966797,14.298858642578125
