mode,load,0_densenet121-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.8,48.87642860412598,12.961149215698242,14.264416694641113
mps-uncap,0.9,51.35540962219238,13.852548599243162,14.841389656066895
mps-uncap,1.0,52.939653396606445,15.634441375732424,15.007972717285156
mps-uncap,0.5,36.80682182312012,10.7194185256958,13.086128234863281
mps-uncap,0.6,41.54539108276367,11.450719833374022,13.508367538452148
mps-uncap,0.7,43.66307258605957,12.610960006713869,13.84243965148926
mps-uncap,0.1,18.60184669494629,6.261467933654785,11.258745193481447
mps-uncap,0.2,21.02046012878418,8.734488487243654,11.585235595703125
mps-uncap,0.3,23.20032119750977,10.029339790344238,12.2575044631958
mps-uncap,0.4,28.461933135986328,10.258626937866211,12.76102066040039
