mode,load,0_densenet121-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.8,53.74765396118164,16.149520874023438,15.687227249145508
mps-uncap,0.9,54.169416427612305,16.57891273498535,15.951871871948242
mps-uncap,1.0,54.9168586730957,20.146846771240234,16.371488571166992
mps-uncap,0.5,49.19862747192383,16.12114906311035,15.535593032836914
mps-uncap,0.6,50.484418869018555,16.14546775817871,15.723943710327148
mps-uncap,0.7,50.56166648864746,16.66116714477539,15.557289123535156
mps-uncap,0.1,28.992891311645508,14.892578125,14.77813720703125
mps-uncap,0.2,41.58473014831543,14.395952224731445,14.4805908203125
mps-uncap,0.3,42.942047119140625,15.018701553344727,14.702796936035156
mps-uncap,0.4,47.46198654174805,14.912605285644531,14.983415603637695
