mode,load,0_densenet121-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.8,26.543021202087402,8.600711822509766,12.328147888183594
mps-uncap,0.9,43.929100036621094,10.44917106628418,13.205528259277344
mps-uncap,1.0,50.97007751464844,13.269901275634766,13.561487197875977
mps-uncap,0.5,16.559839248657227,5.706310272216797,11.378288269042969
mps-uncap,0.6,18.31197738647461,5.893707275390625,11.601448059082031
mps-uncap,0.7,19.165873527526855,7.189512252807617,11.800765991210938
mps-uncap,0.1,16.724109649658203,5.867362022399902,10.763168334960938
mps-uncap,0.2,16.778230667114258,5.612373352050781,10.76364517211914
mps-uncap,0.3,16.827821731567383,5.689144134521484,10.844707489013672
mps-uncap,0.4,16.832828521728516,5.686759948730469,10.996341705322266
