mode,load,0_densenet121-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.8,256.1357021331787,109.46965217590332,175.46319961547852
mps-uncap,0.9,775.7277488708496,145.01643180847168,272.57466316223145
mps-uncap,1.0,3288.0492210388184,1918.1807041168213,775.5839824676514
mps-uncap,0.5,99.18737411499023,50.38809776306152,81.68673515319824
mps-uncap,0.6,131.4091682434082,46.52976989746094,77.84843444824219
mps-uncap,0.7,176.50556564331055,53.26676368713379,146.7304229736328
mps-uncap,0.1,31.274080276489258,14.91856575012207,23.212671279907227
mps-uncap,0.2,42.07444190979004,17.04883575439453,34.131765365600586
mps-uncap,0.3,50.71377754211426,22.142887115478516,42.29855537414551
mps-uncap,0.4,71.09689712524414,28.73992919921875,42.85597801208496
