mode,load,0_densenet121-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.8,0.01239776611328125,0.0095367431640625,0.010728836059570312
mps-uncap,0.9,0.012159347534179688,0.01049041748046875,0.011205673217773438
mps-uncap,1.0,0.015735626220703125,0.01049041748046875,0.01239776611328125
mps-uncap,0.5,0.010251998901367188,0.010728836059570312,0.011205673217773438
mps-uncap,0.6,0.01239776611328125,0.009298324584960938,0.011920928955078125
mps-uncap,0.7,0.01239776611328125,0.009775161743164062,0.011205673217773438
mps-uncap,0.1,0.025987625122070312,0.012159347534179688,0.012636184692382812
mps-uncap,0.2,0.019788742065429688,0.010967254638671875,0.011920928955078125
mps-uncap,0.3,0.011920928955078125,0.009059906005859375,0.011920928955078125
mps-uncap,0.4,0.012874603271484375,0.011205673217773438,0.01239776611328125
