mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,1.0,8.800268173217773,4.098415374755859,1.8031597137451172
mig,1.0,8.651256561279297,4.002809524536133,1.7306804656982422
