mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,1.0,20.7059383392334,16.865253448486328,15.674352645874023
mig,1.0,23.33521842956543,11.681556701660156,12.615680694580078
