mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,1.0,9.50526237487792,4.634737968444824,3.005061149597168
mig,1.0,9.371602535247801,4.36889886856079,2.0945072174072266
