mode,load,0_inception_v3-8,1_mobilenet_v2-2,2_squeezenet1_0-2
mps-uncap,1.0,9.505500793457022,4.6347975730896,3.005504608154297
mig,1.0,9.371602535247801,4.369137287139892,2.094745635986328
