mode,load,0_squeezenet1_0-8,1_squeezenet1_0-8,2_squeezenet1_0-8,3_squeezenet1_0-8
mig,0.1,11.120755672454834,11.30760669708252,12.062625885009759,22.39664077758793
mig,0.2,16.054964065551772,15.075402259826648,14.93449211120607,26.156158447265625
mig,0.3,19.924373626708977,19.088501930236816,18.114881515502926,32.13398933410643
mig,0.4,22.614889144897493,25.076980590820163,24.93783950805664,44.27077770233154
mig,0.5,30.088996887206967,32.45205879211423,32.48075008392334,56.36826515197762
mig,0.6,48.184061050414996,43.778259754180894,38.80496025085449,68.29858303070067
mig,0.7,69.47559356689466,72.1643352508545,58.10890197753913,98.27014207839966
mig,0.8,174.77101564407346,145.01761436462402,327.85788536071806,187.75044679641698
mig,0.9,1632.6825070381158,1132.5409984588625,1039.4163513183594,1398.2002401351926
mig,1.0,7016.227598190308,6735.609893798828,7847.419719696044,7199.918465614319
