mode,load,0_squeezenet1_0-8,1_squeezenet1_0-8,2_squeezenet1_0-8,3_squeezenet1_0-8
mig,0.1,5.690097808837891,5.734682083129883,5.731701850891113,10.716915130615234
mig,0.2,5.750179290771484,5.770444869995117,5.788087844848633,10.791540145874023
mig,0.3,6.006598472595215,6.024837493896484,5.985260009765625,11.077165603637695
mig,0.4,6.40869140625,6.413698196411133,6.547689437866211,11.475443840026855
mig,0.5,7.810831069946289,7.6149702072143555,7.590055465698242,12.961268424987793
mig,0.6,9.465932846069336,9.425878524780273,9.935855865478516,17.695903778076172
mig,0.7,13.41235637664795,12.668609619140625,13.266444206237793,24.310827255249023
mig,0.8,24.60479736328125,23.897647857666016,23.80824089050293,40.16005992889404
mig,0.9,812.0179176330566,447.5440979003906,549.9577522277832,713.8984203338623
mig,1.0,3007.1871280670166,2441.3278102874756,3647.1567153930664,3003.2424926757812
